,Unnamed: 0,index,business_id,latitude,longitude,stars_y,postal_code,categories_count,checkin_count,location,open,environment,value,taste,food,survice,feeling
159,159,7317,9_dcNzHmG2lNZYx1IjrXgg,36.0696308,-115.1722584,3.5,89119.0,2,7,1.0,2.75,1.0,2.29,2.0,4.0,1.0,3.17
160,160,7320,9eXubYXgL7Chi4ZLuBBOKQ,36.2049684,-115.2522548,4.0,89128.0,2,1,2.71,2.75,1.0,2.29,2.0,4.0,3.06,3.17
161,161,7355,9ffhtZhp7RclEJM0OHnGPA,36.0825323825,-115.2910169168,1.0,89148.0,4,63,1.0,3.4,1.0,3.33,2.0,4.0,3.0,2.0
162,162,7367,9hV1Up0dOHpHFLEhFH0wtw,36.0929949152,-115.2074988931,5.0,89118.0,4,4,1.0,4.0,1.0,3.33,2.0,4.0,3.0,1.0
163,163,7371,9i6MDwYxNvJv2Wqop3RUTA,36.0699068,-115.1353857,2.5,89119.0,5,6,4.33,4.0,1.0,4.5,2.0,4.0,3.0,4.0
164,164,7374,9jnhDyTfabr1Z8bFy41Z3g,36.159147,-115.152728,5.0,89104.0,5,3,3.0,2.5,1.0,1.0,2.0,4.0,3.0,4.75
165,165,7377,9lVwit0qe1x6jKogS2rFdw,36.0786159,-115.259235,5.0,89113.0,2,29,3.0,2.5,1.0,3.0,2.0,4.0,3.0,4.75
166,166,7382,9pRiP9fgu8DQUqEp4JYjtA,36.2126122,-115.2501872,2.0,89128.0,3,1,2.5,2.5,1.0,3.6,4.5,4.0,3.0,4.75
167,167,7390,9phyjc0gaJTRO_YFJDH6mg,36.1141366,-115.17195929999998,4.5,89109.0,2,21,4.5,4.67,1.0,3.6,4.5,4.0,4.25,4.75
168,168,7410,9qDw5ntqNBJE-I-YzX9g1A,36.116765,-115.102953,3.0,89121.0,3,15,3.67,2.67,1.0,2.67,3.75,2.0,2.67,4.0
169,169,7418,9w74u5SUufHoGNhivMzaiQ,36.1619629,-115.0997644,4.0,89101.0,3,1,5.0,3.0,1.0,3.75,3.75,2.0,3.9,5.0
170,170,7421,9zH9cMABl2ZiBWlvvHJ_kQ,36.085795867399995,-115.20207110790001,5.0,89118.0,5,1,5.0,3.0,1.0,3.75,3.75,2.0,3.9,3.57
171,171,7441,A2K7_R-NYuSMmdpp8yuB9w,36.0402159,-115.22448529999998,5.0,89139.0,2,31,5.0,3.0,1.0,5.0,3.75,2.0,2.5,3.0
172,172,7445,A88FnL2glUFjMKI39uXxkw,36.1432915375,-115.275821229,2.5,89117.0,5,4,3.1,2.8,1.0,2.0,3.75,2.0,2.5,3.0
173,173,7452,A9qmduhmrTZxSg7uTOnzYg,36.0860429,-115.3075275,4.5,89148.0,3,868,3.1,3.19,1.0,5.0,3.75,2.0,3.6,3.0
174,174,7515,A_UudiXQhzeACLp43NxxEw,36.048042,-115.244024,5.0,89139.0,3,14,3.0,2.5,1.0,5.0,1.0,5.0,3.5,1.0
175,175,7526,Aak-D4LVPmPS_vzWKPPa9g,36.1697096,-115.1236952,5.0,89101.0,5,1,3.17,2.81,1.0,5.0,1.0,5.0,5.0,3.55
176,176,7529,AbRIvxhf1rYH7dBjJZgyPg,36.0719739,-115.29181509999998,5.0,89148.0,5,35,3.17,2.81,1.0,5.0,1.0,5.0,5.0,3.55
177,177,7582,AbvFCQdnvvdr-J-slJxcFQ,36.15931679999999,-115.1831263,2.0,89102.0,4,6,2.6,3.4,2.88,1.0,1.0,5.0,4.0,5.0
178,178,7597,AhQ4CSFw-agZMGfm1HwosA,36.049642,-115.2788052,5.0,89113.0,2,13,3.75,5.0,2.88,1.0,1.0,5.0,3.33,3.2
179,179,7604,AkED0tHIbZfe1rYEp-HWgw,36.0803105,-115.2426472,2.5,89118.0,3,1,1.0,4.0,2.88,4.0,1.0,5.0,4.0,2.5
180,180,7607,AkVmlWrFs8Zxop0Azhc-5g,36.119633,-115.191294,3.0,89103.0,2,5,1.0,1.0,2.88,4.0,1.0,5.0,4.0,2.5
181,181,7610,AtIyt5nYQ_eLPdOnLukmXQ,36.09383270000001,-115.0453447,4.0,89122.0,5,3,2.33,2.14,2.88,4.0,1.0,5.0,4.0,2.5
182,182,7615,AwNKZ7fAAyjOcpTputzupA,36.112988587,-115.12023745290001,2.5,89119.0,3,21,2.75,2.14,2.88,2.0,1.0,5.0,3.0,3.75
183,183,7644,AxXcGjLCTVkeLwPRMHVL8Q,36.1599932,-115.3500788,5.0,89135.0,2,1,3.2,3.36,2.88,3.62,2.0,5.0,3.49,3.43
184,184,7800,AztVIokc5VtP4m8r6kSnWw,36.0340897,-115.2074639,2.0,89139.0,3,103,4.5,3.75,2.88,5.0,2.0,5.0,4.5,1.0
185,185,7810,BAjbkzPVqPsIPOmioaPgQg,36.1121651,-115.1828947,3.5,89103.0,11,1,4.0,5.0,2.88,5.0,4.0,5.0,4.4,5.0
186,186,7813,BEd0vR8hrkJ-mW2-b5N9Ng,36.0773722,-115.2996701,5.0,89148.0,2,1,4.0,5.0,2.88,5.0,4.0,5.0,4.4,5.0
187,187,7822,BFa7L8dr3sUUG1N2bPb-BQ,36.0744492,-115.1888012,3.5,89118.0,4,10,4.0,5.0,2.88,5.0,4.0,5.0,5.0,4.5
188,188,7825,BHLHawbaMIWv7CCh0oXvAw,36.0142774,-115.1715625,3.0,89123.0,2,116,5.0,5.0,2.88,5.0,4.0,5.0,3.07,3.27
189,189,7833,BIbjBxoiJLS8CnNsSP64TQ,36.0828536999,-115.15120266059999,2.0,89119.0,2,250,3.39,3.39,2.88,2.47,4.0,3.31,3.07,3.27
190,190,8002,BNDP3up8Ltn7oVXEt4YLqw,36.1481125,-115.24255359999998,3.5,89146.0,2,117,3.15,2.91,2.4,3.8,3.8,2.88,3.1,3.38
191,191,8048,BPKTwjz2HZCRWyWHP91mPg,36.1504855875,-115.3333913791,4.0,89135.0,7,10,3.0,3.67,3.67,3.5,3.33,3.57,3.5,1.0
192,192,8051,BQlR8VWkWIzv4zzLPp7OuQ,36.16200300000001,-115.165803,4.5,89106.0,2,1,4.0,3.67,3.67,3.5,3.33,3.57,3.5,1.0
193,193,8058,BS2Y5IZiCOHBebHMEU2dEQ,36.1150068342,-115.15697009860001,3.5,89169.0,5,10,4.0,4.0,3.67,3.5,3.33,3.57,3.5,4.25
194,194,8069,BolK3j0LiGtxYxfRhGJFvA,36.09673400000001,-115.297787,5.0,89148.0,4,29,3.27,3.16,3.65,3.53,3.33,4.5,3.46,3.48
195,195,8198,BsMdebN4nZySpGTfXr-7yg,36.2715455,-115.26448390000002,5.0,89149.0,5,4,3.0,4.0,3.65,5.0,5.0,4.5,4.0,4.5
196,196,8202,BxouWzeD7dVUwElKaBWpWw,36.137305,-115.170142,5.0,89109.0,2,1,4.5,4.0,3.65,5.0,5.0,4.5,5.0,4.5
197,197,8205,ByA7lECfIG8RwQICcMnyBQ,36.1031181,-115.1781703,3.0,89109.0,4,15,4.5,4.5,3.65,5.0,5.0,4.5,5.0,5.0
198,198,8212,BzwqdhZ9Ndrbvrc6bIxb5A,36.1595427,-115.14882620000002,2.5,89101.0,2,5,5.0,5.0,3.65,5.0,3.0,4.12,5.0,5.0
199,199,8215,C-FUOOOW0pW5p_RZ3k7W_Q,36.0764198,-115.2877868,5.0,89148.0,4,1,5.0,5.0,3.65,5.0,3.0,4.12,5.0,4.23
200,200,8219,CCNp1qS8n2gh51X7Wadabw,36.1362847,-115.1514119,2.0,89109.0,2,92,4.19,4.21,3.65,3.69,3.0,4.12,3.94,4.23
201,201,8279,CH4my_JJ7PJ2T_4uQX4LwQ,36.011311600000006,-115.1747074,3.0,89183.0,2,119,5.0,3.55,3.0,5.0,4.67,5.0,5.0,5.0
202,202,8285,CIdyd88FK-4-YaEFo3Ht6A,36.0849235364,-115.1510918847,3.5,89119.0,4,1794,4.0,3.55,3.0,3.82,4.67,3.68,3.58,3.74
203,203,8438,CNwY37pdEDwLl1ehwog6xg,36.1968609,-115.2622033,3.5,89128.0,2,10,5.0,4.8,4.0,5.0,4.5,4.43,4.5,5.0
204,204,8446,CShAODPz_Wm7MCSTKvJ5zA,36.1697096,-115.1236952,1.5,89101.0,2,1,4.46,4.67,2.0,5.0,4.33,3.67,3.67,5.0
205,205,8450,CTN5Z3fs3jFHfyma8XxzVg,36.1931903,-115.3037626,3.5,89134.0,4,108,4.46,3.6,2.0,5.0,4.33,3.67,2.0,4.75
206,206,8471,CXqJyYEFhpdXqAUZyPLeHA,36.0996345,-115.17135790000002,3.0,89109.0,2,9,4.0,3.0,2.0,3.0,5.0,4.25,3.0,4.0
207,207,8479,CYXz0Ze2cG0jVdtYI5yvoQ,36.1269207969,-115.1696736537,4.0,89109.0,4,60,2.67,3.25,2.0,4.0,5.0,1.0,3.0,3.0
208,208,8490,Cat1JuOOdv89E8Zck23smQ,36.07498320000001,-115.10136509999998,5.0,89120.0,6,1,3.0,3.4,2.0,4.0,5.0,1.0,2.33,3.75
209,209,8498,CbiWuJUROs92f-1IRus-0w,36.130324,-115.082407,2.5,89121.0,6,87,4.0,4.0,2.0,4.0,5.0,1.0,3.0,4.0
210,210,8503,CbzwY3ioXAAdyynCmfGJlw,36.1638289,-115.1568419,4.0,89106.0,4,35,2.0,2.75,2.0,3.0,5.0,4.0,3.0,2.8
211,211,8513,CeYOohT_QMhITFd1TZ7i-A,36.175,-115.136389,1.0,89109.0,2,1,2.7,3.2,2.0,2.83,5.0,4.0,3.75,4.0
212,212,8524,CgF0aw5JgUnpn4BrieN5QA,36.116049,-115.171755,3.5,89109.0,3,36,2.7,3.29,2.0,3.17,5.0,4.0,2.88,2.8
213,213,8575,CqxDQPhltNo6wkkCWww80Q,36.1006404,-115.1331919,3.5,89119.0,3,1,3.5,4.33,2.0,3.5,1.0,2.67,5.0,3.57
214,214,8580,CrAijJgeEj2L-bdQB3vvSw,36.2116869,-115.2987058,3.0,89134.0,6,2,5.0,4.33,5.0,3.5,3.0,3.33,5.0,3.57
215,215,8584,CrfvVLo8uYRo_GBHIrMfPw,36.1697096,-115.1236952,1.0,89101.0,3,1,4.0,4.33,5.0,3.5,3.0,3.33,4.0,3.57
216,216,8587,CtJCRAklyjQ67miNgSvtUw,36.02841679999999,-115.11780729999998,4.5,89123.0,10,38,3.26,3.57,5.0,3.5,3.0,3.33,4.0,3.57
217,217,8632,CyWqZ2lhOO-6-UY1anxI4A,36.145031,-115.266373,1.0,89117.0,7,1,4.62,1.0,5.0,4.91,4.0,1.0,4.93,4.64
218,218,8635,D07th0gRkq6X5edcNi3oZA,36.1436125919,-115.2491926675,4.5,89117.0,6,10,4.62,5.0,5.0,4.91,4.0,1.0,4.93,4.64
219,219,8664,D31DDlRMXYxpZORJIldzQA,36.0877475,-115.2951129,4.0,89148.0,5,31,5.0,4.0,5.0,4.0,4.0,1.0,4.5,4.5
220,220,8676,DK1NSR48HJ7bAgM_9qoDug,36.184262,-115.30634740000002,2.5,89144.0,3,25,4.54,4.11,5.0,5.0,4.0,1.0,5.0,4.8
221,221,8699,DMMEWBNOJhB9nG_2J1lYvg,36.107335981700004,-115.17361889,3.0,89109.0,4,473,4.2,4.26,5.0,4.33,4.0,4.83,4.26,4.16
222,222,8783,DO32u1Q6RV2j11W6nzeW6A,36.1454654,-115.2717624,5.0,89117.0,4,1,3.25,5.0,4.67,3.5,3.0,3.22,3.37,3.83
223,223,8786,DUeqWfBI90UBR6xSYQO3uw,36.142762,-115.209066,3.0,89102.0,12,427,3.25,3.52,4.67,2.25,3.0,3.22,3.37,3.83
224,224,8852,DVfCbJhJUDWRlUfrKzaKOA,36.1253808,-115.1959803,2.0,89102.0,4,1101,3.71,3.64,3.77,3.59,3.5,3.75,3.63,3.54
225,225,9409,DWwxANY20LnPQ8SecPfrXQ,36.1275236,-115.1715003,3.5,89109.0,3,18,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0
226,226,9416,DZWLw5AaCcu9SgO_1lBZ-Q,36.133061700000006,-115.1726972,4.0,89109.0,14,39,4.0,4.0,5.0,5.0,4.0,5.0,4.5,5.0
227,227,9434,DZkVWxknDUuWX0-wmtGhQw,36.0357393,-115.171471,3.0,89123.0,4,31,4.15,3.0,5.0,5.0,1.0,5.0,3.12,3.67
228,228,9463,Df9zbwHyE5TLiX8MXhlgJg,36.0989715224,-115.10515428,3.0,89121.0,7,4,5.0,5.0,1.0,4.64,1.0,4.0,4.5,4.8
229,229,9484,DkosgdHgG6T98cqkppkhww,36.214601,-115.0574789,5.0,89115.0,7,1,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0
230,230,9487,DpxYFBHeje5UU-m2i6_KTg,36.056199,-115.105022,2.5,89120.0,2,1,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0
231,231,9490,Dv8kgcLrSb73xJR6LL976Q,36.1593703575,-115.2447725659,3.0,89117.0,5,69,5.0,5.0,1.0,4.56,1.0,4.0,5.0,5.0
232,232,9497,DyNwk4aKTe5zy3h83zSTyg,36.1007426,-115.0930489,4.0,89121.0,3,22,3.82,4.0,1.0,4.56,5.0,4.0,2.5,4.38
233,233,9525,E-dL1nTtJmItxDeeb4ZASA,36.1704001,-115.2063823,1.5,89107.0,2,29,4.0,2.67,1.0,3.0,5.0,4.0,3.5,3.0
234,234,9531,E1qzcRqID-0xqc-owH24_A,36.232936053,-115.1594759524,5.0,89032.0,4,1,4.0,5.0,1.0,3.0,5.0,4.0,3.0,3.0
235,235,9536,E2Xh5nUmroHqrAJlZxjzDw,36.1780538,-115.2415783,2.5,89107.0,1,1,4.0,5.0,1.0,4.0,5.0,4.0,3.0,5.0
236,236,9539,E48Fxo1H85mc2Vq0FcSnRQ,36.0786460195,-115.0268745349,4.0,89122.0,3,5,3.4,4.17,1.0,4.0,5.0,4.0,3.0,5.0
237,237,9555,E9cD-weHeU6TMf-VPKfPMQ,36.181515354,-115.17847624379999,1.5,89106.0,7,67,5.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0
238,238,9567,EAObS2XXCE_XHG9_dho6jA,36.13087460000001,-115.2434725,5.0,89146.0,2,3,3.33,3.72,1.0,3.0,5.0,4.0,4.25,3.83
239,239,9578,EGzbYCNiLoBuRvJmzqrKxQ,36.1958053,-115.2069558,4.5,89108.0,5,339,3.79,3.72,1.0,3.52,3.2,4.0,3.94,3.83
240,240,9758,EIZU2iczK0PG35HCsVnnww,36.1209019,-115.138783,4.0,89169.0,5,1,5.0,5.0,3.56,4.5,4.0,4.0,4.0,1.0
241,241,9762,EJgC5p_-AxdHaxm9Dh0P5g,36.17311,-115.125401,2.5,89101.0,2,1,5.0,1.0,3.56,4.5,4.0,4.0,1.0,1.0
242,242,9765,EVNcagL3D8nKwJsAzM5B7Q,36.1590861752,-115.1528878376,5.0,89104.0,3,1,5.0,5.0,3.56,5.0,4.0,4.0,3.0,1.0
243,243,9768,Efak4g0qC7dOVU-u4oTTNw,36.1033743,-115.1693962,4.0,89109.0,3,6,1.0,4.0,3.56,5.0,4.0,4.0,3.0,5.0
244,244,9772,Ek_cVX7Y9an0O9Qettz3ZQ,36.1163236,-115.2966996,3.5,89147.0,4,3,1.0,4.0,3.56,5.0,4.0,4.0,1.0,5.0
245,245,9779,ElM8yyW45TAy4vjApwy7ZQ,36.2386901,-115.23341,5.0,89130.0,4,3,5.0,4.0,3.56,4.0,4.0,4.0,3.5,4.0
246,246,9782,Euq0ltqgsmD2VMlBopDbdg,36.155369,-115.243607,5.0,89146.0,2,7,5.0,4.0,3.56,4.0,3.58,4.0,3.5,4.0
247,247,9786,EvhXrdL8Ngo6VIZT1vhEQw,36.1483388,-115.16432079999998,5.0,89102.0,8,2,5.0,5.0,3.56,2.0,3.58,3.63,2.0,2.0
248,248,9789,EwxhzR-VghhMsRObXLMitw,36.16773900000001,-115.2059208,4.5,89107.0,4,710,3.68,3.67,3.56,3.71,3.58,3.63,3.54,3.39
249,249,10130,F06m2yQSPHIrb1IT7heYeQ,36.0514499584,-115.2441147342,4.0,89139.0,5,298,3.81,3.89,3.79,3.84,3.83,3.78,3.63,3.67
250,250,10233,F0c5AMuF_w49727bE7xV1w,36.1448234,-115.1020992,4.0,89104.0,3,60,3.62,2.25,2.0,3.67,2.0,4.0,4.75,3.14
251,251,10249,F3jMS4aNQI6tPtjH61decw,36.054038,-115.169324,4.0,89123.0,4,45,5.0,5.0,5.0,5.0,5.0,3.5,1.5,5.0
252,252,10255,F3qjj0WbV_xi9URzw3Nf7w,36.1071613,-115.1738191,5.0,89109.0,5,131,3.75,3.67,5.0,4.0,3.0,3.5,1.5,3.25
253,253,10274,FAA1WhAqRDUabFTDjVsVvg,36.0344600846,-115.11774010959999,4.0,89123.0,2,19,3.83,3.5,5.0,3.8,3.0,3.5,2.5,4.0
254,254,10285,FAw1DGHY-GayAigkD-yWfQ,36.1586615,-115.1956318,4.0,89102.0,5,24,3.83,4.0,5.0,3.8,3.0,3.5,3.0,4.0
255,255,10295,FBvdo2I6705bTQXgiOdEoQ,36.0417535,-115.18852340000002,2.5,89139.0,5,321,3.55,3.5,5.0,4.14,3.0,3.5,3.29,2.67
256,256,10331,FDI2PkyJBWEVFZ0ndHFg2g,36.0664169,-115.2125412,5.0,89118.0,4,1,4.5,4.0,5.0,2.0,3.0,3.5,5.0,4.0
257,257,10337,FFhVWAEz3nUy_4JEssvlvQ,36.109688,-115.169072,4.0,89109.0,3,28,4.5,5.0,5.0,4.0,3.0,3.5,5.0,5.0
258,258,10345,FMOWO7_mj8lSZnV3WqpGiA,36.161086,-115.287134,3.5,89117.0,4,483,3.59,3.63,5.0,3.5,3.0,3.5,3.73,3.69
259,259,10503,FQpEfakfaMfByZ6Qe7fn4w,36.2163907,-115.2445847,3.5,89108.0,2,80,3.8,4.0,3.42,3.0,5.0,1.0,4.2,3.71
260,260,10530,FR6_ikTNUV0Fq7VYmIfeTg,36.01968710000001,-115.2619723,4.5,89178.0,5,685,3.25,3.55,3.42,3.91,3.0,1.0,1.0,3.5
261,261,10540,FStFa2esHFgsAjVzIGJcQA,36.276877,-115.2103136,3.0,89131.0,7,119,3.62,3.55,3.42,3.91,3.0,1.0,3.74,3.32
262,262,10665,FZLPI2SJLJ3vVtwPuroXCA,36.072974,-115.118215,5.0,89119.0,6,5,1.0,1.0,3.42,3.31,1.0,1.0,3.5,1.0
263,263,10668,FhIeCF6QrsLaRvAeu0oEPQ,36.2747255482,-115.24578703579999,3.5,89130.0,7,727,3.47,3.43,3.42,3.31,3.67,3.47,3.5,3.48
264,264,11133,FkdG2Qsh0V2UmrEOn_ImDA,36.1462673,-115.1829873,3.5,89102.0,5,32,2.78,2.0,3.67,5.0,3.5,3.3,1.0,5.0
265,265,11152,Fmu6u9RDXGZWBBailRQEJA,36.0404891143,-115.191388727,3.5,89139.0,2,7,3.0,5.0,3.67,3.33,3.5,5.0,3.0,5.0
266,266,11159,FpFIAW_IEvASZBbusABbkA,36.109518,-115.15201709999998,3.5,89169.0,2,170,3.19,3.23,3.67,3.33,3.5,2.89,2.91,2.73
267,267,11224,FvNDkvp1_3jrlXOgwKhCgA,36.162377,-115.134451,4.5,89101.0,5,1,3.0,1.0,3.67,3.12,1.0,2.89,2.62,2.0
268,268,11229,G1lB2bUf1MT1FZT8TBy62g,36.1958894,-115.060361,4.5,89156.0,2,194,3.0,3.44,3.67,3.12,1.0,2.89,2.62,2.0
269,269,11289,G36vxy1sDuTsXrvNEUKG-g,36.1615187,-115.2442936,3.5,89145.0,5,14,3.67,3.17,5.0,3.4,1.0,3.88,3.0,2.33
270,270,11307,G9-OvE0PBQtDZmnGEB3HEQ,36.1432476,-115.2063054,3.5,89102.0,2,664,3.7,3.6,5.0,4.67,3.29,3.88,4.4,4.14
271,271,11394,G9vyGyMY2yjx4cwM0Fmsbg,36.1611196,-115.1072258,4.5,89101.0,2,1,5.0,3.0,3.02,4.0,5.0,5.0,4.75,4.67
272,272,11402,GF4_xCtWbpjS5JRKls_Jng,36.304558,-115.261023,4.0,89131.0,4,28,4.33,4.0,3.02,4.83,5.0,5.0,4.5,4.5
273,273,11414,GFP6Z6RnbtF5Flg3kLfsOA,36.159217436300004,-115.10196946389999,3.5,89104.0,2,1,4.0,4.0,3.02,5.0,5.0,5.0,4.5,4.67
274,274,11417,GHMOlx3edjKFwK4BBibRIQ,36.0968298,-115.1828021,5.0,89118.0,6,1,4.67,5.0,3.02,5.0,5.0,5.0,4.5,4.67
275,275,11422,GIx1awHeMv4drFpqz-1t7g,36.0108514787,-115.12160869709999,3.5,89183.0,4,602,4.43,4.26,3.02,4.72,5.0,5.0,4.5,4.67
276,276,11472,GMrwDXRlAZU2zj5nH6l4vQ,36.1001831,-115.138668,4.0,89119.0,4,2218,3.38,3.23,3.02,3.15,3.18,3.41,3.32,3.31
277,277,11978,GMzBNH0IoE3kYFH6dnAm0g,36.109627,-115.176092,4.5,89109.0,2,141,3.0,2.36,4.17,3.0,1.0,2.45,3.1,3.0
278,278,12006,GOXDp404xxsmlIVOamn4rw,36.2037309,-115.2487053,4.0,89128.0,4,2,1.0,5.0,4.17,1.5,4.0,4.0,2.33,1.0
279,279,12011,GSNq5jECq-rdZYloWkkZug,36.1319199,-115.1358324,4.5,89109.0,3,10,5.0,3.14,4.17,1.5,4.0,4.0,2.33,3.25
280,280,12029,GUV9kiKdDTTIdCS0pjlAlw,36.16347620000001,-115.14656370000002,5.0,89101.0,3,38,2.67,3.5,4.17,1.5,4.0,4.0,2.5,2.75
281,281,12045,GaJAc5YtZsAKQcYVe6DRpA,36.0879149,-115.2248981,3.5,89118.0,2,26,2.8,2.75,4.17,1.0,4.0,4.0,2.5,3.0
282,282,12055,GdK5zQ4kVv55iE3qbdGSKA,36.1671709573,-115.25925557229999,5.0,89145.0,6,11,3.67,2.0,4.17,1.0,4.0,3.75,1.0,1.0
283,283,12059,GdpiEeG8oe8BnpMaENJLfg,36.1737686732,-115.0815025168,4.5,89110.0,4,21,3.67,2.0,4.17,3.0,4.0,3.75,3.0,5.0
284,284,12069,GjbF1ZEbIpC2KqUbZ7KQWQ,35.9999263,-115.2074951,3.0,89141.0,3,79,4.32,4.36,4.17,4.29,3.71,4.28,3.95,4.14
285,285,12167,GsXmR2sfhxj1mH18pTwuPw,36.3138121777,-115.30602380629999,3.5,89166.0,7,5,5.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0
286,286,12170,H0NlyrD3d-2h9CVLBMZciA,36.073884,-115.110093,3.5,89120.0,2,4,5.0,4.67,5.0,5.0,4.5,5.0,5.0,4.44
287,287,12175,H2Chxto2e6dHTDJ8-s3-pQ,36.1410796647,-115.1193113918,3.0,89169.0,3,272,4.68,4.67,5.0,4.2,5.0,4.76,5.0,4.44
288,288,12239,H2FohfCm8kVorCEzESF1MA,36.217528950100004,-115.2409671122,3.0,89108.0,7,22,1.0,4.33,4.0,2.33,4.0,4.0,3.8,3.0
289,289,12245,H4oxmmF-QCFYwWZGE6rbhg,36.0765176,-115.1533426,3.5,89119.0,4,1,3.6,4.0,4.0,5.0,4.0,4.0,3.8,4.0
290,290,12253,H8syW_r5Y6QZZ0Q7HYOd1A,36.119189,-115.2797301,4.5,89147.0,2,28,4.22,4.1,4.0,5.0,4.0,4.0,4.25,4.2
291,291,12274,HAg1cURR8b1f1lVKtbtA8w,36.1745742589,-115.0637914857,4.0,89110.0,3,37,4.07,3.67,4.0,4.0,3.67,4.0,4.11,3.8
292,292,12312,HNAH23RNUTTivzhebQTozw,36.2213965,-115.3298839,3.0,89129.0,4,30,4.36,4.17,4.0,5.0,5.0,4.5,4.0,3.8
293,293,12343,HTngUd7s8kLBiAbEtd65Ug,36.1585666586,-115.29182115530001,4.5,89117.0,5,214,4.11,4.3,3.8,4.4,4.0,4.0,4.69,4.41
294,294,12512,HVPcIcqiJkrpD36xZFGN6g,36.2166671,-115.2420267,1.5,89108.0,5,189,4.67,4.82,3.8,4.0,5.0,4.0,4.57,5.0
295,295,12531,H_FwiRpgRcXSV-v1-N4Qhw,36.084879,-115.119434,4.5,89119.0,7,209,3.9,3.76,3.8,4.0,3.5,4.0,4.0,4.07
296,296,12592,HaE1Qd51heH1SRLFcfloxA,36.1575464,-115.2860736,5.0,89117.0,5,5,4.5,4.25,3.8,2.82,4.0,4.0,2.83,4.0
297,297,12600,HbG8z_lusO0HpnPZPxkcYA,36.1629694,-115.1441939,4.5,89101.0,4,53,3.35,3.69,3.8,2.82,2.83,4.0,2.83,3.27
298,298,12697,Ho44UJoyHFzlfqOWFAiNAg,36.1306456,-115.1937995,3.0,89102.0,2,1,2.33,1.0,3.8,3.0,4.33,2.25,1.75,1.67
299,299,12702,Hpos97EcES0XxcEVyZuItw,36.1780112,-115.3133908,4.0,89144.0,4,1,2.5,2.67,3.8,1.0,4.33,2.25,1.75,1.67
300,300,12716,HxOycKEgCl7aXjBsVs0t-w,36.261673645500004,-115.24912979690001,3.0,89130.0,4,22,1.0,2.5,3.8,4.0,4.33,2.25,1.0,3.85
301,301,12723,I-wKBhSlOb_iP4w9RouGaw,36.0782035,-115.0875608,1.0,89120.0,2,1,3.75,1.0,3.8,3.81,4.33,3.68,1.0,3.85
302,302,12726,I6qFvR-jVDGqDD_iVG38ng,36.1264280647,-115.2013077572,3.0,89102.0,4,1004,3.75,3.92,3.8,3.81,4.33,3.68,3.84,3.85
303,303,12980,I7opGbXbKeNuyWvC486vNA,36.0705719,-115.0891803,4.0,89120.0,3,11,4.5,3.38,5.0,3.4,3.78,3.25,3.4,4.0
304,304,12999,I8GF2YtkYqTUaLg0m9hI9Q,36.161525,-115.289169,2.0,89117.0,4,203,3.25,3.22,5.0,3.4,3.78,3.25,3.38,3.37
305,305,13166,I8T4Xsp3Wv7W-RJhsHrTDA,36.1448691018,-115.33309406059999,3.5,89135.0,2,266,2.64,2.88,4.0,1.5,1.75,3.9,3.5,2.62
306,306,13218,IAdj4di3LA7bg28pQiF8UQ,36.1396990895,-115.2836336191,4.0,89117.0,5,1,5.0,3.0,5.0,5.0,5.0,3.9,1.0,5.0
307,307,13223,IQRFLteu-q3HJPtrXj2EIA,36.0890719,-115.2055932,5.0,89118.0,2,8,5.0,5.0,5.0,5.0,5.0,3.9,1.0,1.0
308,308,13228,I_WE2lVko2fd3stuzbsi9Q,36.1841006,-115.1393531,3.5,89106.0,6,60,3.89,4.28,5.0,3.78,5.0,3.9,4.2,3.93
309,309,13306,Ia1JlEo7UUyZtmqRe1K1Pw,36.1486981,-115.3331133,3.5,89135.0,5,417,3.96,3.71,3.92,3.83,3.33,3.9,3.8,3.94
310,310,13557,IjGU7ZopsgeomsDQf20UXQ,36.1005917,-115.1172961,4.0,89119.0,3,20,4.33,4.33,4.67,4.0,3.0,5.0,3.2,2.5
311,311,13561,Ik-vXB7HCwnC44KDf_nwdw,36.1358646,-115.1823852,4.5,89102.0,2,1,3.33,3.0,4.67,4.0,3.0,4.17,3.2,2.5
312,312,13574,ImaLoP8fXXVLDOnOaXR3lg,36.141761,-115.2251251,5.0,89146.0,2,6,4.33,2.0,4.67,4.0,5.0,4.17,3.67,3.0
313,313,13577,Iqu5Attfz1QC6d6A81H5aw,36.176629,-115.168531,5.0,89106.0,7,9,4.33,3.5,4.67,4.0,5.0,4.17,3.67,4.0
314,314,13583,IrRPkXOy6Pe8FYM0Ztxmew,36.10499650000001,-115.1717319,4.5,89109.0,4,1,5.0,4.0,4.67,3.5,5.0,4.17,3.67,4.0
315,315,13586,Irxe_Dm56X1TLs5TNM1lUQ,36.178228,-115.0796359,5.0,89110.0,5,7,3.5,4.0,4.67,3.5,5.0,4.17,3.67,1.0
316,316,13596,IunVm89ceN8z4OcKU2jt2w,36.2185351,-115.2443159,4.5,89108.0,3,5,4.0,3.0,4.67,5.0,5.0,4.17,5.0,3.57
